,state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
1317,Tamil Nadu,Kancheepuram,Ponner,Paddy(Dhan)(Common),ADT 43,04/03/2019,1450,1750,1550
1318,Tamil Nadu,Kancheepuram,Sunguvarchatram,Paddy(Dhan)(Common),ADT 37,04/03/2019,1427,1692,1560
1319,Tamil Nadu,Kancheepuram,Uthiramerur,Paddy(Dhan)(Common),ADT 37,04/03/2019,1400,1407,1404
1320,Tamil Nadu,Krishnagiri,Bargur,Coconut Seed,Other,04/03/2019,1500,1950,1800
1321,Tamil Nadu,Krishnagiri,Pochampalli,Coconut Seed,Other,04/03/2019,1500,2100,1950
1322,Tamil Nadu,Krishnagiri,Uthangarai,Coconut Seed,Other,04/03/2019,1500,2100,1950
1323,Tamil Nadu,Krishnagiri,Uthangarai,Cotton,Other,04/03/2019,5200,6200,5700
1324,Tamil Nadu,Madurai,Melur,Coconut,Medium,04/03/2019,1350,2150,1750
1325,Tamil Nadu,Madurai,Melur,Paddy(Dhan)(Common),ADT 36,04/03/2019,1790,1850,1820
1326,Tamil Nadu,Madurai,Melur,Paddy(Dhan)(Common),ADT 43,04/03/2019,1810,1870,1840
1327,Tamil Nadu,Madurai,Melur,"Sesamum(Sesame,Gingelly,Til)",Black,04/03/2019,6200,8000,7100
1328,Tamil Nadu,Madurai,Thirumangalam,Cotton,MCU 5,04/03/2019,4200,4300,4250
1329,Tamil Nadu,Madurai,Thirumangalam,Cotton,Other,04/03/2019,3950,4080,4000
1330,Tamil Nadu,Madurai,Thirumangalam,Jowar(Sorghum),Red,04/03/2019,2100,2200,2150
1331,Tamil Nadu,Madurai,Thirumangalam,Paddy(Dhan)(Common),ADT 43,04/03/2019,1800,1900,1850
1332,Tamil Nadu,Madurai,Thirumangalam,Paddy(Dhan)(Common),Ponni,04/03/2019,2400,2500,2450
1333,Tamil Nadu,Nagercoil (Kannyiakumari),Kalliakavillai,Cashewnuts,Local(Raw),04/03/2019,9500,11500,10500
1334,Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Bulb,04/03/2019,5050,6050,5740
1335,Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Finger,04/03/2019,6500,7500,6800
1336,Tamil Nadu,Namakkal,Namakkal,Copra,Ball,04/03/2019,8100,8700,8400
1337,Tamil Nadu,Namakkal,Rasipuram,Copra,other,04/03/2019,8500,10400,9450
1338,Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Bulb,04/03/2019,6712,7288,6950
1339,Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Finger,04/03/2019,7412,8609,8000
1340,Tamil Nadu,Namakkal,Velur,Coconut,Other,04/03/2019,2200,2500,2350
1341,Tamil Nadu,Ramanathapuram,Sivagangai,Paddy(Dhan)(Common),ADT 36,04/03/2019,1780,1830,1810
1342,Tamil Nadu,Salem,Attur,Copra,Ball,04/03/2019,9400,10300,9700
1343,Tamil Nadu,Salem,Attur,Tapioca,Other,04/03/2019,210,230,220
1344,Tamil Nadu,Salem,Gangavalli,Cotton,Other,04/03/2019,5600,5700,5650
1345,Tamil Nadu,Salem,Karumanturai,Coconut,Other,04/03/2019,1980,2440,2210
1346,Tamil Nadu,Salem,Kolathur,Cotton,Other,04/03/2019,4600,5000,4800
1347,Tamil Nadu,Salem,Konganapuram,Cotton,Other,04/03/2019,5000,5400,5200
1348,Tamil Nadu,Salem,Omalur,Coconut,Other,04/03/2019,1160,1400,1280
1349,Tamil Nadu,Salem,Salem,Turmeric,Finger,04/03/2019,6940,7395,7120
1350,Tamil Nadu,Salem,Thalaivasal,Maize,Other,04/03/2019,1790,1880,1840
1351,Tamil Nadu,Salem,Thammampati,Cotton,GCH,04/03/2019,5600,5650,5625
1352,Tamil Nadu,Salem,Vazhapadi,Coconut,Other,04/03/2019,2080,2540,2310
1353,Tamil Nadu,Sivaganga,Singampuneri,Coconut,Other,04/03/2019,800,1200,950
1354,Tamil Nadu,Thanjavur,Budalur,Paddy(Dhan)(Common),B P T,04/03/2019,1900,2100,2000
1355,Tamil Nadu,Thanjavur,Kumbakonam,Paddy(Dhan)(Common),B P T,04/03/2019,1750,1800,1780
1356,Tamil Nadu,Thanjavur,Orathanadu,Paddy(Dhan)(Common),B P T,04/03/2019,1750,1800,1780
1357,Tamil Nadu,Thanjavur,Papanasam,Paddy(Dhan)(Common),1001,04/03/2019,1750,1800,1780
1358,Tamil Nadu,Thanjavur,Thanjavur,Paddy(Dhan)(Common),B P T,04/03/2019,2200,2300,2250
1359,Tamil Nadu,Thanjavur,Thiruppananthal,Paddy(Dhan)(Common),Paddy,04/03/2019,1800,1900,1850
1360,Tamil Nadu,Thanjavur,Vallam,Paddy(Dhan)(Common),B P T,04/03/2019,1900,2000,1950
1361,Tamil Nadu,Thiruvannamalai,Cheyyar,Groundnut,Other,04/03/2019,6203,6703,6620
1362,Tamil Nadu,Thiruvannamalai,Cheyyar,Paddy(Dhan)(Common),ADT 37,04/03/2019,1258,1449,1356
1363,Tamil Nadu,Thiruvannamalai,Cheyyar,Paddy(Dhan)(Common),Other,04/03/2019,1286,1509,1448
1364,Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),ADT 36,04/03/2019,1385,1467,1426
1365,Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),ADT 37,04/03/2019,1140,1455,1298
1366,Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),Other,04/03/2019,1448,1521,1485
1367,Tamil Nadu,Vellore,Kalavai,Paddy(Dhan)(Common),ADT 37,04/03/2019,1453,1453,1453
1368,Tamil Nadu,Vellore,Kalavai,Paddy(Dhan)(Common),Super Ponni,04/03/2019,1406,1453,1430
1369,Tamil Nadu,Vellore,Vellore,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4315,4815,4715
1370,Tamil Nadu,Vellore,Vellore,Copra,Copra,04/03/2019,7030,9600,9300
1371,Tamil Nadu,Vellore,Vellore,Cowpea (Lobia/Karamani),Other,04/03/2019,4350,4550,4550
1372,Tamil Nadu,Vellore,Vellore,Groundnut,Other,04/03/2019,7013,7752,7361
1373,Tamil Nadu,Vellore,Vellore,Kulthi(Horse Gram),Other,04/03/2019,2189,3002,2881
1374,Tamil Nadu,Vellore,Vellore,Maize,Other,04/03/2019,1589,2210,2210
1375,Tamil Nadu,Vellore,Vellore,Paddy(Dhan)(Common),ADT 37,04/03/2019,1092,1492,1400
1376,Tamil Nadu,Vellore,Vellore,Paddy(Dhan)(Common),Other,04/03/2019,1652,1652,1652
1377,Tamil Nadu,Vellore,Vellore,Ragi (Finger Millet),Other,04/03/2019,2089,2661,2640
1378,Tamil Nadu,Vellore,Vellore,Tamarind Fruit,Other,04/03/2019,10100,10100,10100
1379,Tamil Nadu,Villupuram,Avalurpet,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4569,4892,4792
1380,Tamil Nadu,Villupuram,Avalurpet,Green Gram (Moong)(Whole),Other,04/03/2019,4412,7079,5062
1381,Tamil Nadu,Villupuram,Avalurpet,Groundnut,Other,04/03/2019,5786,7111,6961
1382,Tamil Nadu,Villupuram,Avalurpet,Paddy(Dhan)(Common),ADT 37,04/03/2019,1400,1507,1453
1383,Tamil Nadu,Villupuram,Avalurpet,Paddy(Dhan)(Common),Ponni,04/03/2019,1772,2265,2019
1384,Tamil Nadu,Villupuram,Chinnasalem,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4870,4870,4870
1385,Tamil Nadu,Villupuram,Chinnasalem,Maize,Other,04/03/2019,1867,2009,1900
1386,Tamil Nadu,Villupuram,Chinnasalem,"Sesamum(Sesame,Gingelly,Til)",Other,04/03/2019,9300,9400,9350
1387,Tamil Nadu,Villupuram,Gingee,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4809,4839,4824
1388,Tamil Nadu,Villupuram,Gingee,Cotton,RCH-2,04/03/2019,4250,4939,4595
1389,Tamil Nadu,Villupuram,Gingee,Green Gram (Moong)(Whole),Other,04/03/2019,5080,5199,5140
1390,Tamil Nadu,Villupuram,Gingee,Groundnut,Other,04/03/2019,6336,6711,6524
1391,Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),B P T,04/03/2019,1673,1827,1700
1392,Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),Ponni,04/03/2019,2200,2812,2506
1393,Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),TKM 9,04/03/2019,1336,1565,1451
1394,Tamil Nadu,Villupuram,Gingee,Ragi (Finger Millet),Other,04/03/2019,2400,2439,2420
1395,Tamil Nadu,Villupuram,Gingee,"Sesamum(Sesame,Gingelly,Til)",95/5,04/03/2019,10799,11299,11049
1396,Tamil Nadu,Villupuram,Gingee,T.V. Cumbu,Other,04/03/2019,1851,1851,1851
1397,Tamil Nadu,Villupuram,Kallakurichi,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4769,5013,4866
1398,Tamil Nadu,Villupuram,Kallakurichi,Gingelly Oil,Other,04/03/2019,7999,11561,10649
1399,Tamil Nadu,Villupuram,Kallakurichi,Green Gram (Moong)(Whole),Other,04/03/2019,4199,4599,4302
1400,Tamil Nadu,Villupuram,Kallakurichi,Groundnut,Other,04/03/2019,6886,6886,6886
1401,Tamil Nadu,Villupuram,Kallakurichi,Kodo Millet(Varagu),Other,04/03/2019,1989,1989,1989
1402,Tamil Nadu,Villupuram,Kallakurichi,Maize,Other,04/03/2019,1509,1999,1849
1403,Tamil Nadu,Villupuram,Kallakurichi,Ragi (Finger Millet),Other,04/03/2019,2599,2599,2599
1404,Tamil Nadu,Villupuram,Kallakurichi,T.V. Cumbu,Other,04/03/2019,1910,2112,2029
1405,Tamil Nadu,Villupuram,Manalurpet,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4769,4852,4811
1406,Tamil Nadu,Villupuram,Manalurpet,Green Gram (Moong)(Whole),Other,04/03/2019,3539,3539,3539
1407,Tamil Nadu,Villupuram,Manalurpet,Hybrid Cumbu,Other,04/03/2019,1948,1948,1948
1408,Tamil Nadu,Villupuram,Manalurpet,Paddy(Dhan)(Common),ADT 37,04/03/2019,1252,1457,1355
1409,Tamil Nadu,Villupuram,Manalurpet,Ragi (Finger Millet),Other,04/03/2019,2312,2312,2312
1410,Tamil Nadu,Villupuram,Manalurpet,"Sesamum(Sesame,Gingelly,Til)",Other,04/03/2019,9011,11351,10181
1411,Tamil Nadu,Villupuram,Sangarapuram,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4009,5000,4802
1412,Tamil Nadu,Villupuram,Sangarapuram,Groundnut,Other,04/03/2019,4080,4080,4080
1413,Tamil Nadu,Villupuram,Sangarapuram,Kulthi(Horse Gram),Other,04/03/2019,2630,2630,2630
1414,Tamil Nadu,Villupuram,Sangarapuram,Maize,Other,04/03/2019,1953,2042,2029
1415,Tamil Nadu,Villupuram,Sangarapuram,Paddy(Dhan)(Common),A. Ponni,04/03/2019,1548,1875,1789
1416,Tamil Nadu,Villupuram,Sangarapuram,Ragi (Finger Millet),Other,04/03/2019,1180,1180,1180
1417,Tamil Nadu,Villupuram,Sangarapuram,"Sesamum(Sesame,Gingelly,Til)",Other,04/03/2019,8640,10516,9391
1418,Tamil Nadu,Villupuram,Tindivanam,Groundnut,Other,04/03/2019,6236,7387,6724
1419,Tamil Nadu,Villupuram,Tindivanam,Hybrid Cumbu,Other,04/03/2019,2222,2222,2222
1420,Tamil Nadu,Villupuram,Tindivanam,Karamani,Other,04/03/2019,5987,6363,6263
1421,Tamil Nadu,Villupuram,Tindivanam,Ragi (Finger Millet),Other,04/03/2019,2400,2654,2400
1422,Tamil Nadu,Villupuram,Tindivanam,"Sesamum(Sesame,Gingelly,Til)",Other,04/03/2019,11199,11324,11261
1423,Tamil Nadu,Villupuram,Tiruvennainallur,Paddy(Dhan)(Common),ADT 37,04/03/2019,1318,1425,1376
1424,Tamil Nadu,Villupuram,Tiruvennainallur,Paddy(Dhan)(Common),Other,04/03/2019,1358,1420,1395
1425,Tamil Nadu,Villupuram,Vikkiravandi,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4699,4869,4779
1426,Tamil Nadu,Villupuram,Vikkiravandi,Cotton,Other,04/03/2019,4696,4912,4896
1427,Tamil Nadu,Villupuram,Vikkiravandi,Green Gram (Moong)(Whole),Other,04/03/2019,5179,5339,5209
1428,Tamil Nadu,Villupuram,Vikkiravandi,Groundnut,Other,04/03/2019,4723,5923,5555
1429,Tamil Nadu,Villupuram,Vikkiravandi,Hybrid Cumbu,Other,04/03/2019,1800,1853,1825
1430,Tamil Nadu,Villupuram,Vikkiravandi,Paddy(Dhan)(Common),ADT 37,04/03/2019,1248,1629,1420
1431,Tamil Nadu,Villupuram,Vikkiravandi,Paddy(Dhan)(Common),ADT 39,04/03/2019,1270,1587,1515
1432,Tamil Nadu,Villupuram,Vikkiravandi,Paddy(Dhan)(Common),B P T,04/03/2019,1700,1737,1715
1433,Tamil Nadu,Villupuram,Vikkiravandi,Ragi (Finger Millet),Other,04/03/2019,2529,2592,2579
1434,Tamil Nadu,Villupuram,Vikkiravandi,"Sesamum(Sesame,Gingelly,Til)",Other,04/03/2019,9774,10749,10049
1435,Tamil Nadu,Villupuram,Vikkiravandi,Thinai (Italian Millet),Other,04/03/2019,1200,1214,1205
1436,Tamil Nadu,Villupuram,Villupuram,Black Gram (Urd Beans)(Whole),Other,04/03/2019,2559,2639,2619
1437,Tamil Nadu,Villupuram,Villupuram,Green Gram (Moong)(Whole),Other,04/03/2019,5071,5239,5109
1438,Tamil Nadu,Villupuram,Villupuram,Groundnut,Bold Kernel,04/03/2019,6549,6915,6584
1439,Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),ADT 37,04/03/2019,1393,1456,1424
1440,Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),ADT 39,04/03/2019,1392,1471,1431
1441,Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),B P T,04/03/2019,1579,1715,1643
1442,Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),Other,04/03/2019,1400,1440,1420
1443,Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),White Ponni,04/03/2019,1608,1701,1655
1444,Tamil Nadu,Villupuram,Villupuram,"Sesamum(Sesame,Gingelly,Til)",Black,04/03/2019,10636,11458,11124
1445,Tamil Nadu,Villupuram,Villupuram,T.V. Cumbu,Other,04/03/2019,1969,1969,1969
1446,Tamil Nadu,Virudhunagar,Rajapalayam,Paddy(Dhan)(Common),Super Ponni,04/03/2019,1650,1750,1700
1447,Tamil Nadu,Virudhunagar,Sathur,Paddy(Dhan)(Common),Other,04/03/2019,1750,1800,1775
1448,Telangana,Hyderabad,Mahboob Manison,Dry Chillies,1st Sort,04/03/2019,6000,8500,7000
1449,Telangana,Hyderabad,Mahboob Manison,Dry Chillies,2nd Sort,04/03/2019,2500,5000,4000
1450,Telangana,Karimnagar,Koratla,Cotton,Desi,04/03/2019,5150,6000,6000
1451,Telangana,Karimnagar,Koratla,Mustard,Mustard,04/03/2019,4200,4255,4255
1452,Telangana,Karimnagar,Vemulawada,Cotton,Cotton (Unginned),04/03/2019,5000,5350,5200
1453,Telangana,Khammam,Madhira,Wood, Subabul,04/03/2019,440,440,440
1454,Telangana,Nalgonda,Nalgonda,Paddy(Dhan)(Common),B P T,04/03/2019,1750,1750,1750
1455,Telangana,Nalgonda,Ramannapet,Paddy(Dhan)(Common),1001,04/03/2019,1770,1770,1770
1456,Telangana,Nalgonda,Voligonda,Paddy(Dhan)(Common),1001,04/03/2019,1770,1770,1770
1457,Telangana,Nizamabad,Pitlam,Paddy(Dhan)(Common),MTU-1010,04/03/2019,1750,1750,1750
1458,Telangana,Ranga Reddy,Chevella,Brinjal,Other,04/03/2019,300,300,300
1459,Telangana,Ranga Reddy,Chevella,Cabbage,Cabbage,04/03/2019,500,500,500
1460,Telangana,Ranga Reddy,Chevella,Cauliflower,African Sarson,04/03/2019,650,650,650
1461,Telangana,Ranga Reddy,Chevella,Green Chilli,Green Chilly,04/03/2019,1200,1200,1200
1462,Telangana,Ranga Reddy,Chevella,Tomato,Deshi,04/03/2019,300,300,300
1463,Tripura,North Tripura,Dasda,Masur Dal,Kala Masoor New,04/03/2019,8000,9000,8500
1464,Tripura,North Tripura,Dasda,Rice,Masuri,04/03/2019,2500,2700,2600
1465,Tripura,Sepahijala,Bishalgarh,Bitter gourd,Other,04/03/2019,6500,7500,7000
1466,Tripura,Sepahijala,Bishalgarh,Brinjal,Round/Long,04/03/2019,1500,2500,2000
1467,Tripura,Sepahijala,Bishalgarh,Cabbage,Other,04/03/2019,800,1000,900
1468,Tripura,Sepahijala,Bishalgarh,Cauliflower,Other,04/03/2019,2500,3500,3000
1469,Tripura,Sepahijala,Bishalgarh,Cucumbar(Kheera),Cucumbar,04/03/2019,3500,4500,4000
1470,Tripura,Sepahijala,Bishalgarh,Green Chilli,Green Chilly,04/03/2019,6000,7000,6500
1471,Tripura,Sepahijala,Bishalgarh,Papaya (Raw),Papaya (Raw),04/03/2019,1500,2000,1800
1472,Tripura,Sepahijala,Bishramganj,Bitter gourd,Bitter Gourd,04/03/2019,6500,7500,7000
1473,Tripura,Sepahijala,Bishramganj,Brinjal,Round/Long,04/03/2019,1200,2000,1500
1474,Tripura,Sepahijala,Bishramganj,Cabbage,Cabbage,04/03/2019,600,800,700
1475,Tripura,Sepahijala,Bishramganj,Cauliflower,Cauliflower,04/03/2019,2500,3500,3000
1476,Tripura,Sepahijala,Bishramganj,Cucumbar(Kheera),Cucumbar,04/03/2019,3000,4000,3500
1477,Tripura,Sepahijala,Bishramganj,Ginger(Green),Green Ginger,04/03/2019,6000,7000,6500
1478,Tripura,Sepahijala,Bishramganj,Papaya (Raw),Papaya (Raw),04/03/2019,1000,1500,1200
1479,Tripura,South District,Barpathari,Onion,Other,04/03/2019,1800,1900,1850
1480,Tripura,South District,Barpathari,Potato,Jalander,04/03/2019,700,800,750
1481,Uttar Pradesh,Agra,Achnera,Bajra(Pearl Millet/Cumbu),Deshi,04/03/2019,1700,1760,1730
1482,Uttar Pradesh,Agra,Achnera,Banana,Banana - Ripe,04/03/2019,1500,1600,1550
1483,Uttar Pradesh,Agra,Achnera,Barley (Jau),Dara,04/03/2019,1800,1860,1830
1484,Uttar Pradesh,Agra,Achnera,Bottle gourd,Bottle Gourd,04/03/2019,950,1050,1000
1485,Uttar Pradesh,Agra,Achnera,Brinjal,Brinjal,04/03/2019,800,900,850
1486,Uttar Pradesh,Agra,Achnera,Cabbage,Cabbage,04/03/2019,550,650,600
1487,Uttar Pradesh,Agra,Achnera,Carrot,Carrot,04/03/2019,440,480,460
1488,Uttar Pradesh,Agra,Achnera,Cauliflower,Cauliflower,04/03/2019,600,700,650
1489,Uttar Pradesh,Agra,Achnera,Ginger(Green),Green Ginger,04/03/2019,4500,4600,4550
1490,Uttar Pradesh,Agra,Achnera,Green Chilli,Green Chilly,04/03/2019,2200,2300,2250
1491,Uttar Pradesh,Agra,Achnera,Gur(Jaggery),Red,04/03/2019,2560,2580,2570
1492,Uttar Pradesh,Agra,Achnera,Lemon,Lemon,04/03/2019,2950,3050,3000
1493,Uttar Pradesh,Agra,Achnera,Mustard,Sarson(Black),04/03/2019,3300,3500,3400
1494,Uttar Pradesh,Agra,Achnera,Onion,Red,04/03/2019,750,850,800
1495,Uttar Pradesh,Agra,Achnera,Potato,Desi,04/03/2019,500,560,530
1496,Uttar Pradesh,Agra,Achnera,Pumpkin,Pumpkin,04/03/2019,500,580,540
1497,Uttar Pradesh,Agra,Achnera,Raddish,Raddish,04/03/2019,600,700,650
1498,Uttar Pradesh,Agra,Achnera,Rice,III,04/03/2019,2530,2550,2540
1499,Uttar Pradesh,Agra,Achnera,Spinach,Spinach,04/03/2019,600,700,650
1500,Uttar Pradesh,Agra,Achnera,Tomato,Tomato,04/03/2019,800,880,840
1501,Uttar Pradesh,Agra,Achnera,Wheat,Dara,04/03/2019,1900,1960,1930
1502,Uttar Pradesh,Agra,Fatehabad,Apple,Delicious,04/03/2019,5800,5950,5850
1503,Uttar Pradesh,Agra,Fatehabad,Bajra(Pearl Millet/Cumbu),Deshi,04/03/2019,1750,1800,1780
1504,Uttar Pradesh,Agra,Fatehabad,Banana,Banana - Ripe,04/03/2019,900,1000,950
1505,Uttar Pradesh,Agra,Fatehabad,Barley (Jau),Dara,04/03/2019,1700,1750,1720
1506,Uttar Pradesh,Agra,Fatehabad,Bhindi(Ladies Finger),Bhindi,04/03/2019,1800,1850,1820
1507,Uttar Pradesh,Agra,Fatehabad,Bottle gourd,Bottle Gourd,04/03/2019,1500,1600,1550
1508,Uttar Pradesh,Agra,Fatehabad,Brinjal,Round,04/03/2019,800,900,850
1509,Uttar Pradesh,Agra,Fatehabad,Cabbage,Cabbage,04/03/2019,400,500,450
1510,Uttar Pradesh,Agra,Fatehabad,Cauliflower,Cauliflower,04/03/2019,600,700,650
1511,Uttar Pradesh,Agra,Fatehabad,Cucumbar(Kheera),Cucumbar,04/03/2019,1550,1600,1550
1512,Uttar Pradesh,Agra,Fatehabad,Ginger(Green),Green Ginger,04/03/2019,1800,1850,1820
1513,Uttar Pradesh,Agra,Fatehabad,Green Chilli,Green Chilly,04/03/2019,1500,1600,1550
1514,Uttar Pradesh,Agra,Fatehabad,Guava,Guava,04/03/2019,1500,1550,1520
1515,Uttar Pradesh,Agra,Fatehabad,Gur(Jaggery),Pathari,04/03/2019,2800,2850,2820
1516,Uttar Pradesh,Agra,Fatehabad,Lemon,Lemon,04/03/2019,2500,2600,2550
1517,Uttar Pradesh,Agra,Fatehabad,Mousambi(Sweet Lime),Mousambi,04/03/2019,2200,2300,2250
1518,Uttar Pradesh,Agra,Fatehabad,Mustard,Sarson(Black),04/03/2019,3250,3450,3300
1519,Uttar Pradesh,Agra,Fatehabad,Onion,Red,04/03/2019,850,1000,900
1520,Uttar Pradesh,Agra,Fatehabad,Papaya,Papaya,04/03/2019,1000,1100,1050
1521,Uttar Pradesh,Agra,Fatehabad,Potato,Desi,04/03/2019,400,500,450
1522,Uttar Pradesh,Agra,Fatehabad,Pumpkin,Pumpkin,04/03/2019,800,950,850
1523,Uttar Pradesh,Agra,Fatehabad,Raddish,Raddish,04/03/2019,400,500,450
1524,Uttar Pradesh,Agra,Fatehabad,Rice,Other,04/03/2019,2250,2350,2300
1525,Uttar Pradesh,Agra,Fatehabad,Tomato,Deshi,04/03/2019,400,550,450
1526,Uttar Pradesh,Agra,Fatehabad,Wheat,Dara,04/03/2019,1850,1900,1880
1527,Uttar Pradesh,Agra,Jagnair,Apple,Delicious,04/03/2019,5500,5600,5550
1528,Uttar Pradesh,Agra,Jagnair,Bajra(Pearl Millet/Cumbu),Deshi,04/03/2019,1700,1760,1730
1529,Uttar Pradesh,Agra,Jagnair,Banana,Banana - Ripe,04/03/2019,1500,1560,1530
1530,Uttar Pradesh,Agra,Jagnair,Barley (Jau),Dara,04/03/2019,1750,1850,1800
1531,Uttar Pradesh,Agra,Jagnair,Bhindi(Ladies Finger),Bhindi,04/03/2019,3350,3450,3400
1532,Uttar Pradesh,Agra,Jagnair,Bottle gourd,Bottle Gourd,04/03/2019,950,1050,1000
1533,Uttar Pradesh,Agra,Jagnair,Brinjal,Brinjal,04/03/2019,800,900,850
1534,Uttar Pradesh,Agra,Jagnair,Cabbage,Cabbage,04/03/2019,500,600,550
1535,Uttar Pradesh,Agra,Jagnair,Cauliflower,Cauliflower,04/03/2019,600,700,650
1536,Uttar Pradesh,Agra,Jagnair,Green Chilli,Green Chilly,04/03/2019,2200,2300,2250
1537,Uttar Pradesh,Agra,Jagnair,Gur(Jaggery),Red,04/03/2019,2570,2590,2580
1538,Uttar Pradesh,Agra,Jagnair,Lemon,Lemon,04/03/2019,2950,3050,3000
1539,Uttar Pradesh,Agra,Jagnair,Mustard,Sarson(Black),04/03/2019,3350,3550,3450
1540,Uttar Pradesh,Agra,Jagnair,Onion,Red,04/03/2019,800,900,850
1541,Uttar Pradesh,Agra,Jagnair,Potato,Desi,04/03/2019,500,580,540
1542,Uttar Pradesh,Agra,Jagnair,Pumpkin,Pumpkin,04/03/2019,1100,1200,1150
1543,Uttar Pradesh,Agra,Jagnair,Raddish,Raddish,04/03/2019,550,650,600
1544,Uttar Pradesh,Agra,Jagnair,Rice,III,04/03/2019,2530,2550,2540
1545,Uttar Pradesh,Agra,Jagnair,Wheat,Dara,04/03/2019,1900,1960,1930
1546,Uttar Pradesh,Agra,Jarar,Apple,Kasmir/Shimla - II,04/03/2019,5150,5250,5200
1547,Uttar Pradesh,Agra,Jarar,Bajra(Pearl Millet/Cumbu),Deshi,04/03/2019,1730,1780,1760
1548,Uttar Pradesh,Agra,Jarar,Banana,Other,04/03/2019,1050,1150,1100
1549,Uttar Pradesh,Agra,Jarar,Bottle gourd,Bottle Gourd,04/03/2019,950,1050,1000
1550,Uttar Pradesh,Agra,Jarar,Brinjal,Round,04/03/2019,1000,1100,1050
1551,Uttar Pradesh,Agra,Jarar,Cabbage,Cabbage,04/03/2019,600,680,640
1552,Uttar Pradesh,Agra,Jarar,Carrot,Carrot,04/03/2019,540,620,580
1553,Uttar Pradesh,Agra,Jarar,Cauliflower,Cauliflower,04/03/2019,560,620,590
1554,Uttar Pradesh,Agra,Jarar,Ginger(Green),Green Ginger,04/03/2019,2700,2800,2750
1555,Uttar Pradesh,Agra,Jarar,Green Chilli,Green Chilly,04/03/2019,1040,1120,1080
1556,Uttar Pradesh,Agra,Jarar,Lemon,Lemon,04/03/2019,2000,2100,2050
1557,Uttar Pradesh,Agra,Jarar,Onion,Red,04/03/2019,800,900,850
1558,Uttar Pradesh,Agra,Jarar,Papaya,Papaya,04/03/2019,980,1060,1040
1559,Uttar Pradesh,Agra,Jarar,Peas Wet,Other,04/03/2019,740,820,780
1560,Uttar Pradesh,Agra,Jarar,Potato,Desi,04/03/2019,450,550,500
1561,Uttar Pradesh,Agra,Jarar,Pumpkin,Pumpkin,04/03/2019,500,540,520
1562,Uttar Pradesh,Agra,Jarar,Raddish,Raddish,04/03/2019,300,400,350
1563,Uttar Pradesh,Agra,Jarar,Tomato,Deshi,04/03/2019,900,1000,950
1564,Uttar Pradesh,Agra,Jarar,Wheat,Dara,04/03/2019,1800,1840,1830
1565,Uttar Pradesh,Agra,Khairagarh,Apple,Delicious,04/03/2019,5500,5600,5550
1566,Uttar Pradesh,Agra,Khairagarh,Bajra(Pearl Millet/Cumbu),Deshi,04/03/2019,1700,1760,1730
1567,Uttar Pradesh,Agra,Khairagarh,Banana,Banana - Ripe,04/03/2019,1500,1580,1540
1568,Uttar Pradesh,Agra,Khairagarh,Barley (Jau),Deshi,04/03/2019,1770,1870,1820
1569,Uttar Pradesh,Agra,Khairagarh,Bhindi(Ladies Finger),Bhindi,04/03/2019,3300,3400,3350
1570,Uttar Pradesh,Agra,Khairagarh,Bottle gourd,Bottle Gourd,04/03/2019,950,1050,1000
1571,Uttar Pradesh,Agra,Khairagarh,Brinjal,Round/Long,04/03/2019,800,900,850
1572,Uttar Pradesh,Agra,Khairagarh,Cabbage,Cabbage,04/03/2019,500,600,550
1573,Uttar Pradesh,Agra,Khairagarh,Carrot,Carrot,04/03/2019,440,480,460
1574,Uttar Pradesh,Agra,Khairagarh,Cauliflower,Cauliflower,04/03/2019,600,700,650
1575,Uttar Pradesh,Agra,Khairagarh,Green Chilli,Green Chilly,04/03/2019,2200,2300,2250
1576,Uttar Pradesh,Agra,Khairagarh,Gur(Jaggery),Red,04/03/2019,2570,2590,2580
1577,Uttar Pradesh,Agra,Khairagarh,Lemon,Lemon,04/03/2019,2950,3050,3000
