,state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
1839,Uttar Pradesh,Lakhimpur,Paliakala,Field Pea,Field Pea,04/03/2019,820,890,860
1840,Uttar Pradesh,Lakhimpur,Paliakala,Garlic,Garlic,04/03/2019,2510,2560,2540
1841,Uttar Pradesh,Lakhimpur,Paliakala,Ginger(Green),Green Ginger,04/03/2019,3500,3600,3540
1842,Uttar Pradesh,Lakhimpur,Paliakala,Grapes,Annabesahai,04/03/2019,4210,4260,4240
1843,Uttar Pradesh,Lakhimpur,Paliakala,Green Chilli,Green Chilly,04/03/2019,1850,1930,1890
1844,Uttar Pradesh,Lakhimpur,Paliakala,Gur(Jaggery),Pathari,04/03/2019,2400,2460,2430
1845,Uttar Pradesh,Lakhimpur,Paliakala,Mustard,Sarson(Black),04/03/2019,3050,3110,3085
1846,Uttar Pradesh,Lakhimpur,Paliakala,Mustard Oil,Mustard Oil,04/03/2019,9220,9300,9245
1847,Uttar Pradesh,Lakhimpur,Paliakala,Onion,Red,04/03/2019,800,870,850
1848,Uttar Pradesh,Lakhimpur,Paliakala,Orange,Nagpuri,04/03/2019,1710,1790,1750
1849,Uttar Pradesh,Lakhimpur,Paliakala,Pomegranate,Pomogranate,04/03/2019,4110,4160,4140
1850,Uttar Pradesh,Lakhimpur,Paliakala,Potato,Potato,04/03/2019,490,530,500
1851,Uttar Pradesh,Lakhimpur,Paliakala,Pumpkin,Pumpkin,04/03/2019,1090,1150,1120
1852,Uttar Pradesh,Lakhimpur,Paliakala,Rice,Coarse,04/03/2019,2230,2300,2250
1853,Uttar Pradesh,Lakhimpur,Paliakala,Sugar,Chini,04/03/2019,3415,3470,3440
1854,Uttar Pradesh,Lakhimpur,Paliakala,Tomato,Tomato,04/03/2019,650,730,690
1855,Uttar Pradesh,Lakhimpur,Paliakala,Wheat,Dara,04/03/2019,1820,1860,1845
1856,Uttar Pradesh,Mahoba,Charkhari,Bengal Gram(Gram)(Whole),999,04/03/2019,4000,4100,4050
1857,Uttar Pradesh,Mahoba,Charkhari,Black Gram (Urd Beans)(Whole),Black Gram (Whole),04/03/2019,3700,3800,3750
1858,Uttar Pradesh,Mahoba,Charkhari,Mustard,Big 100 Kg,04/03/2019,3400,3500,3450
1859,Uttar Pradesh,Mahoba,Charkhari,Wheat,147 Average,04/03/2019,1800,1850,1825
1860,Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,5800,6500,6200
1861,Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,Rice,1009 Kar,04/03/2019,1800,2300,2000
1862,Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,Wheat,Dara,04/03/2019,1650,1800,1735
1863,Uttar Pradesh,Mirzapur,Mirzapur,Apple,Delicious,04/03/2019,6200,6290,6250
1864,Uttar Pradesh,Mirzapur,Mirzapur,Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,6840,6910,6875
1865,Uttar Pradesh,Mirzapur,Mirzapur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,04/03/2019,5400,5470,5430
1866,Uttar Pradesh,Mirzapur,Mirzapur,Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,4960,5060,5010
1867,Uttar Pradesh,Mirzapur,Mirzapur,Black Gram Dal (Urd Dal),Black Gram Dal,04/03/2019,6390,6470,6430
1868,Uttar Pradesh,Mirzapur,Mirzapur,Bottle gourd,Bottle Gourd,04/03/2019,945,1010,980
1869,Uttar Pradesh,Mirzapur,Mirzapur,Brinjal,Brinjal,04/03/2019,790,850,820
1870,Uttar Pradesh,Mirzapur,Mirzapur,Garlic,Desi,04/03/2019,1960,2050,2000
1871,Uttar Pradesh,Mirzapur,Mirzapur,Ginger(Green),Green Ginger,04/03/2019,5300,5400,5360
1872,Uttar Pradesh,Mirzapur,Mirzapur,Green Chilli,Green Chilly,04/03/2019,1460,1545,1500
1873,Uttar Pradesh,Mirzapur,Mirzapur,Gur(Jaggery),Red,04/03/2019,3145,3200,3170
1874,Uttar Pradesh,Mirzapur,Mirzapur,Lentil (Masur)(Whole),Masoor Gola,04/03/2019,4375,4445,4410
1875,Uttar Pradesh,Mirzapur,Mirzapur,Mustard,Sarson(Black),04/03/2019,4065,4120,4090
1876,Uttar Pradesh,Mirzapur,Mirzapur,Mustard Oil,Mustard Oil,04/03/2019,9830,9940,9880
1877,Uttar Pradesh,Mirzapur,Mirzapur,Onion,Red,04/03/2019,830,885,860
1878,Uttar Pradesh,Mirzapur,Mirzapur,Peas(Dry),Peas(Dry),04/03/2019,4845,4910,4880
1879,Uttar Pradesh,Mirzapur,Mirzapur,Potato,Potato,04/03/2019,580,625,600
1880,Uttar Pradesh,Mirzapur,Mirzapur,Rice,Coarse,04/03/2019,2300,2345,2320
1881,Uttar Pradesh,Mirzapur,Mirzapur,Tomato,Tomato,04/03/2019,475,530,500
1882,Uttar Pradesh,Mirzapur,Mirzapur,Wheat,Dara,04/03/2019,1925,1970,1950
1883,Uttar Pradesh,Muradabad,Sambhal,Apple,Delicious,04/03/2019,3900,4260,4130
1884,Uttar Pradesh,Muradabad,Sambhal,Banana - Green,Banana - Green,04/03/2019,300,420,360
1885,Uttar Pradesh,Muradabad,Sambhal,Brinjal,Other,04/03/2019,390,520,460
1886,Uttar Pradesh,Muradabad,Sambhal,Cabbage,Other,04/03/2019,200,470,260
1887,Uttar Pradesh,Muradabad,Sambhal,Onion,Red,04/03/2019,470,610,530
1888,Uttar Pradesh,Muradabad,Sambhal,Paddy(Dhan)(Common),Paddy,04/03/2019,1928,1945,1932
1889,Uttar Pradesh,Muradabad,Sambhal,Peas(Dry),Other,04/03/2019,360,560,400
1890,Uttar Pradesh,Muradabad,Sambhal,Potato,Desi,04/03/2019,410,500,460
1891,Uttar Pradesh,Muradabad,Sambhal,Tomato,Deshi,04/03/2019,360,535,450
1892,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Apple,Delicious,04/03/2019,5800,5850,5820
1893,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Banana - Green,Banana - Green,04/03/2019,1260,1340,1310
1894,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Barley (Jau),Dara,04/03/2019,1450,1950,1940
1895,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Bottle gourd,Bottle Gourd,04/03/2019,1250,1300,1280
1896,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Brinjal,Brinjal,04/03/2019,1000,1060,1030
1897,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Carrot,Carrot,04/03/2019,600,660,630
1898,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Cauliflower,Cauliflower,04/03/2019,650,720,700
1899,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Garlic,Garlic,04/03/2019,2050,2100,2090
1900,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Green Chilli,Green Chilly,04/03/2019,2230,2300,2260
1901,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Gur(Jaggery),Yellow,04/03/2019,2400,2600,2510
1902,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Lemon,Lemon,04/03/2019,2620,2700,2660
1903,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Maize,Yellow,04/03/2019,1700,1950,1930
1904,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Mousambi(Sweet Lime),Mousambi,04/03/2019,2560,2650,2610
1905,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Mustard,Mustard,04/03/2019,4050,4130,4100
1906,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Mustard Oil,Mustard Oil,04/03/2019,9230,9285,9270
1907,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Onion,Red,04/03/2019,830,920,890
1908,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Papaya,Papaya,04/03/2019,1130,1200,1170
1909,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Potato,Desi,04/03/2019,600,650,615
1910,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Pumpkin,Pumpkin,04/03/2019,750,830,800
1911,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Rice,III,04/03/2019,2650,2725,2700
1912,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Tomato,Tomato,04/03/2019,1030,1100,1070
1913,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Wheat,Dara,04/03/2019,1750,1980,1965
1914,Uttar Pradesh,Muzaffarnagar,Shahpur,Apple,Apple,04/03/2019,0,0,2600
1915,Uttar Pradesh,Muzaffarnagar,Shahpur,Bottle gourd,Bottle Gourd,04/03/2019,0,0,420
1916,Uttar Pradesh,Muzaffarnagar,Shahpur,Carrot,Carrot,04/03/2019,0,0,490
1917,Uttar Pradesh,Muzaffarnagar,Shahpur,Green Chilli,Green Chilly,04/03/2019,0,0,1005
1918,Uttar Pradesh,Muzaffarnagar,Shahpur,Gur(Jaggery),Yellow,04/03/2019,0,0,2240
1919,Uttar Pradesh,Muzaffarnagar,Shahpur,Onion,Onion,04/03/2019,0,0,980
1920,Uttar Pradesh,Muzaffarnagar,Shahpur,Plum,Plum,04/03/2019,0,0,570
1921,Uttar Pradesh,Muzaffarnagar,Shahpur,Pumpkin,Pumpkin,04/03/2019,0,0,400
1922,Uttar Pradesh,Muzaffarnagar,Shahpur,Raddish,Raddish,04/03/2019,0,0,330
1923,Uttar Pradesh,Muzaffarnagar,Shahpur,Rice,Common,04/03/2019,0,0,3900
1924,Uttar Pradesh,Muzaffarnagar,Shahpur,Wheat,Other,04/03/2019,0,0,1900
1925,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Ber(Zizyphus/Borehannu),Other,04/03/2019,1000,1200,1150
1926,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Bhindi(Ladies Finger),Bhindi,04/03/2019,1000,1200,1150
1927,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Brinjal,Brinjal,04/03/2019,400,500,440
1928,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Carrot,Carrot,04/03/2019,400,500,440
1929,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Cauliflower,Local,04/03/2019,300,400,340
1930,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Cucumbar(Kheera),Cucumbar,04/03/2019,800,1000,900
1931,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Green Chilli,Green Chilly,04/03/2019,1000,1200,1100
1932,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Green Peas,Green Peas,04/03/2019,1000,1200,1100
1933,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Lemon,Lemon,04/03/2019,3000,3200,3100
1934,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Onion,Red,04/03/2019,1000,1200,1100
1935,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Papaya,Papaya,04/03/2019,800,1000,900
1936,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Potato,Local,04/03/2019,400,500,440
1937,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Pumpkin,Pumpkin,04/03/2019,400,500,470
1938,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Raddish,Raddish,04/03/2019,250,300,260
1939,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Tomato,Local,04/03/2019,800,1000,900
1940,Uttar Pradesh,Muzaffarnagar,Thanabhawan,Wood,Other,04/03/2019,250,300,295
1941,Uttar Pradesh,Raebarelli,Lalganj,Paddy(Dhan)(Common),Common,04/03/2019,1750,1750,1750
1942,Uttar Pradesh,Raebarelli,Lalganj,Potato,Desi,04/03/2019,450,550,500
1943,Uttar Pradesh,Rampur,Milak,Mustard,Mustard,04/03/2019,3300,3400,3350
1944,Uttar Pradesh,Rampur,Milak,Potato,Desi,04/03/2019,480,510,495
1945,Uttar Pradesh,Rampur,Milak,Wheat,Other,04/03/2019,1900,1910,1905
1946,Uttar Pradesh,Saharanpur,Chutmalpur,Apple,Apple,04/03/2019,3850,4100,3950
1947,Uttar Pradesh,Saharanpur,Chutmalpur,Banana,Banana - Ripe,04/03/2019,1150,1250,1200
1948,Uttar Pradesh,Saharanpur,Chutmalpur,Cabbage,Cabbage,04/03/2019,480,600,520
1949,Uttar Pradesh,Saharanpur,Chutmalpur,Carrot,Carrot,04/03/2019,450,600,500
1950,Uttar Pradesh,Saharanpur,Chutmalpur,Ginger(Green),Green Ginger,04/03/2019,3700,3900,3800
1951,Uttar Pradesh,Saharanpur,Chutmalpur,Green Chilli,Green Chilly,04/03/2019,2150,2350,2250
1952,Uttar Pradesh,Saharanpur,Chutmalpur,Onion,Onion,04/03/2019,920,1130,1050
1953,Uttar Pradesh,Saharanpur,Chutmalpur,Peas cod,Peas cod,04/03/2019,820,980,900
1954,Uttar Pradesh,Saharanpur,Chutmalpur,Potato,Potato,04/03/2019,480,620,560
1955,Uttar Pradesh,Saharanpur,Chutmalpur,Raddish,Raddish,04/03/2019,360,480,420
1956,Uttar Pradesh,Saharanpur,Chutmalpur,Tomato,Tomato,04/03/2019,980,1260,1120
1957,Uttar Pradesh,Saharanpur,Devband,Bottle gourd,Bottle Gourd,04/03/2019,500,650,600
1958,Uttar Pradesh,Saharanpur,Devband,Brinjal,Arkasheela Mattigulla,04/03/2019,450,540,500
1959,Uttar Pradesh,Saharanpur,Devband,Carrot,Carrot,04/03/2019,300,450,360
1960,Uttar Pradesh,Saharanpur,Devband,Cauliflower,African Sarson,04/03/2019,200,300,250
1961,Uttar Pradesh,Saharanpur,Devband,Cucumbar(Kheera),Cucumbar,04/03/2019,600,750,700
1962,Uttar Pradesh,Saharanpur,Devband,Ginger(Green),Green Ginger,04/03/2019,3100,3300,3200
1963,Uttar Pradesh,Saharanpur,Devband,Green Chilli,Green Chilly,04/03/2019,1200,1350,1300
1964,Uttar Pradesh,Saharanpur,Devband,Onion,Red,04/03/2019,450,600,500
1965,Uttar Pradesh,Saharanpur,Devband,Papaya (Raw),Other,04/03/2019,600,800,700
1966,Uttar Pradesh,Saharanpur,Devband,Potato,Desi,04/03/2019,250,300,280
1967,Uttar Pradesh,Saharanpur,Devband,Tomato,Deshi,04/03/2019,450,550,500
1968,Uttar Pradesh,Saharanpur,Gangoh,Apple,Kasmir/Shimla - II,04/03/2019,6445,6500,6475
1969,Uttar Pradesh,Saharanpur,Gangoh,Banana,Medium,04/03/2019,1140,1180,1165
1970,Uttar Pradesh,Saharanpur,Gangoh,Brinjal,Round/Long,04/03/2019,645,670,660
1971,Uttar Pradesh,Saharanpur,Gangoh,Cabbage,Cabbage,04/03/2019,435,465,450
1972,Uttar Pradesh,Saharanpur,Gangoh,Carrot,Carrot,04/03/2019,440,455,445
1973,Uttar Pradesh,Saharanpur,Gangoh,Field Pea,Field Pea,04/03/2019,1345,1370,1360
1974,Uttar Pradesh,Saharanpur,Gangoh,Garlic,Garlic,04/03/2019,1875,1910,1890
1975,Uttar Pradesh,Saharanpur,Gangoh,Ginger(Green),Green Ginger,04/03/2019,2730,2755,2745
1976,Uttar Pradesh,Saharanpur,Gangoh,Green Chilli,Green Chilly,04/03/2019,2025,2055,2040
1977,Uttar Pradesh,Saharanpur,Gangoh,Guava,Guava,04/03/2019,1855,1955,1945
1978,Uttar Pradesh,Saharanpur,Gangoh,Gur(Jaggery),Disara,04/03/2019,2425,2475,2450
1979,Uttar Pradesh,Saharanpur,Gangoh,Onion,Red,04/03/2019,1430,1455,1440
1980,Uttar Pradesh,Saharanpur,Gangoh,Papaya,Papaya,04/03/2019,1730,1755,1745
1981,Uttar Pradesh,Saharanpur,Gangoh,Potato,Desi,04/03/2019,530,555,545
1982,Uttar Pradesh,Saharanpur,Gangoh,Pumpkin,Pumpkin,04/03/2019,645,660,650
1983,Uttar Pradesh,Saharanpur,Gangoh,Raddish,Raddish,04/03/2019,285,310,295
1984,Uttar Pradesh,Saharanpur,Gangoh,Sweet Potato,Sweet Potato,04/03/2019,1125,1160,1145
1985,Uttar Pradesh,Saharanpur,Gangoh,Tomato,Deshi,04/03/2019,1325,1350,1340
1986,Uttar Pradesh,Saharanpur,Gangoh,Wheat,Dara,04/03/2019,1745,1770,1760
1987,Uttar Pradesh,Saharanpur,Gangoh,Wood,Beete (Rose),04/03/2019,415,450,440
1988,Uttar Pradesh,Saharanpur,Nakud,Banana - Green,Banana - Green,04/03/2019,1000,1200,1100
1989,Uttar Pradesh,Saharanpur,Nakud,Cabbage,Cabbage,04/03/2019,400,500,450
1990,Uttar Pradesh,Saharanpur,Nakud,Cauliflower,Cauliflower,04/03/2019,400,500,440
1991,Uttar Pradesh,Saharanpur,Nakud,Green Peas,Other,04/03/2019,1100,1200,1150
1992,Uttar Pradesh,Saharanpur,Nakud,Onion,1st Sort,04/03/2019,1000,1200,1120
1993,Uttar Pradesh,Saharanpur,Nakud,Potato,Other,04/03/2019,500,600,540
1994,Uttar Pradesh,Saharanpur,Nakud,Raddish,Other,04/03/2019,300,400,360
1995,Uttar Pradesh,Saharanpur,Nakud,Wood,Other,04/03/2019,250,300,280
1996,Uttar Pradesh,Saharanpur,Nanuta,Apple,Apple,04/03/2019,4700,5000,4900
1997,Uttar Pradesh,Saharanpur,Nanuta,Banana,Medium,04/03/2019,1200,1400,1300
1998,Uttar Pradesh,Saharanpur,Nanuta,Banana - Green,Banana - Green,04/03/2019,900,1100,1000
1999,Uttar Pradesh,Saharanpur,Nanuta,Bottle gourd,Bottle Gourd,04/03/2019,800,900,850
2000,Uttar Pradesh,Saharanpur,Nanuta,Brinjal,Round/Long,04/03/2019,900,1000,950
2001,Uttar Pradesh,Saharanpur,Nanuta,Cabbage,Cabbage,04/03/2019,300,500,400
2002,Uttar Pradesh,Saharanpur,Nanuta,Carrot,Carrot,04/03/2019,400,550,500
2003,Uttar Pradesh,Saharanpur,Nanuta,Green Chilli,Green Chilly,04/03/2019,1200,1300,1250
2004,Uttar Pradesh,Saharanpur,Nanuta,Groundnut,Hybrid,04/03/2019,4800,5000,4900
2005,Uttar Pradesh,Saharanpur,Nanuta,Guava,Guava,04/03/2019,1300,1450,1400
2006,Uttar Pradesh,Saharanpur,Nanuta,Mustard,Sarson(Black),04/03/2019,3800,4100,4000
2007,Uttar Pradesh,Saharanpur,Nanuta,Onion,Red,04/03/2019,1000,1200,1100
2008,Uttar Pradesh,Saharanpur,Nanuta,Papaya,Papaya,04/03/2019,1200,1500,1300
2009,Uttar Pradesh,Saharanpur,Nanuta,Peas Wet,Other,04/03/2019,900,1050,1000
2010,Uttar Pradesh,Saharanpur,Nanuta,Potato,Desi,04/03/2019,400,600,500
2011,Uttar Pradesh,Saharanpur,Nanuta,Pumpkin,Pumpkin,04/03/2019,350,500,400
2012,Uttar Pradesh,Saharanpur,Nanuta,Raddish,Raddish,04/03/2019,300,450,400
2013,Uttar Pradesh,Saharanpur,Nanuta,Tomato,Tomato,04/03/2019,900,1050,1000
2014,Uttar Pradesh,Saharanpur,Nanuta,Wheat,Dara,04/03/2019,1800,2000,1900
2015,Uttar Pradesh,Saharanpur,Nanuta,Wood,Other,04/03/2019,350,500,450
2016,Uttar Pradesh,Saharanpur,Sultanpurchilkana,Banana - Green,Banana - Green,04/03/2019,600,800,700
2017,Uttar Pradesh,Saharanpur,Sultanpurchilkana,Bottle gourd,Bottle Gourd,04/03/2019,700,900,800
2018,Uttar Pradesh,Saharanpur,Sultanpurchilkana,Brinjal,Brinjal,04/03/2019,600,800,700
2019,Uttar Pradesh,Saharanpur,Sultanpurchilkana,Carrot,Carrot,04/03/2019,400,500,450
2020,Uttar Pradesh,Saharanpur,Sultanpurchilkana,Cauliflower,Cauliflower,04/03/2019,400,600,500
2021,Uttar Pradesh,Saharanpur,Sultanpurchilkana,Green Chilli,Green Chilly,04/03/2019,1100,1300,1200
2022,Uttar Pradesh,Saharanpur,Sultanpurchilkana,Green Peas,Green Peas,04/03/2019,700,900,800
2023,Uttar Pradesh,Saharanpur,Sultanpurchilkana,Onion,Red,04/03/2019,600,800,700
2024,Uttar Pradesh,Saharanpur,Sultanpurchilkana,Papaya,Papaya,04/03/2019,700,900,800
2025,Uttar Pradesh,Shahjahanpur,Jalalabad,Brinjal,Round/Long,04/03/2019,460,480,470
2026,Uttar Pradesh,Shahjahanpur,Jalalabad,Cauliflower,Cauliflower,04/03/2019,390,410,400
2027,Uttar Pradesh,Shahjahanpur,Jalalabad,Colacasia,Colacasia,04/03/2019,1500,1600,1550
2028,Uttar Pradesh,Shahjahanpur,Jalalabad,Potato,Potato,04/03/2019,440,480,460
2029,Uttar Pradesh,Shahjahanpur,Jalalabad,Raddish,Raddish,04/03/2019,300,340,320
2030,Uttar Pradesh,Shahjahanpur,Jalalabad,Tomato,Tomato,04/03/2019,680,720,700
2031,Uttar Pradesh,Sitapur,Viswan,Gur(Jaggery),Other,04/03/2019,2000,2100,2050
2032,Uttar Pradesh,Sitapur,Viswan,Lentil (Masur)(Whole),Other,04/03/2019,4200,4300,4250
2033,Uttar Pradesh,Sitapur,Viswan,Onion,Other,04/03/2019,600,800,700
2034,Uttar Pradesh,Sitapur,Viswan,Potato,Desi,04/03/2019,500,700,600
2035,Uttar Pradesh,Sitapur,Viswan,Wheat,Other,04/03/2019,1700,1800,1750
2036,Uttar Pradesh,Sitapur,Viswan,Wood,Other,04/03/2019,200,380,240
2037,Uttar Pradesh,Sonbhadra,Dudhi,Cauliflower,Cauliflower,04/03/2019,400,500,500
2038,Uttar Pradesh,Sonbhadra,Dudhi,Peas Wet,Peas Wet,04/03/2019,700,800,800
2039,Uttar Pradesh,Sonbhadra,Dudhi,Raddish,Raddish,04/03/2019,500,600,600
2040,Uttar Pradesh,Sonbhadra,Robertsganj,Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,6700,6730,6715
2041,Uttar Pradesh,Sonbhadra,Robertsganj,Barley (Jau),Dara,04/03/2019,1650,1750,1700
2042,Uttar Pradesh,Sonbhadra,Robertsganj,Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,5050,5100,5075
2043,Uttar Pradesh,Sonbhadra,Robertsganj,Bottle gourd,Bottle Gourd,04/03/2019,850,900,885
2044,Uttar Pradesh,Sonbhadra,Robertsganj,Brinjal,Brinjal,04/03/2019,750,800,785
2045,Uttar Pradesh,Sonbhadra,Robertsganj,Cauliflower,Cauliflower,04/03/2019,450,530,490
2046,Uttar Pradesh,Sonbhadra,Robertsganj,Garlic,Garlic,04/03/2019,1750,1840,1810
2047,Uttar Pradesh,Sonbhadra,Robertsganj,Green Chilli,Green Chilly,04/03/2019,1600,1700,1650
2048,Uttar Pradesh,Sonbhadra,Robertsganj,Gur(Jaggery),Red,04/03/2019,3200,3240,3220
2049,Uttar Pradesh,Sonbhadra,Robertsganj,Mustard,Lohi Black,04/03/2019,4000,4070,4035
2050,Uttar Pradesh,Sonbhadra,Robertsganj,Onion,Red,04/03/2019,800,850,815
2051,Uttar Pradesh,Sonbhadra,Robertsganj,Potato,Potato,04/03/2019,640,700,660
2052,Uttar Pradesh,Sonbhadra,Robertsganj,Rice,III,04/03/2019,2220,2260,2240
2053,Uttar Pradesh,Sonbhadra,Robertsganj,Tomato,Hybrid,04/03/2019,450,500,475
2054,Uttar Pradesh,Sonbhadra,Robertsganj,Wheat,Dara,04/03/2019,1880,1930,1910
2055,Uttrakhand,Dehradoon,Dehradoon,Apple,Apple,04/03/2019,2800,4250,3050
2056,Uttrakhand,Dehradoon,Dehradoon,Banana,Other,04/03/2019,700,800,750
2057,Uttrakhand,Dehradoon,Dehradoon,Cabbage,Other,04/03/2019,350,500,400
2058,Uttrakhand,Dehradoon,Dehradoon,Carrot,Other,04/03/2019,600,800,700
2059,Uttrakhand,Dehradoon,Dehradoon,Cauliflower,Other,04/03/2019,400,600,550
2060,Uttrakhand,Dehradoon,Dehradoon,Garlic,Other,04/03/2019,1200,1400,1350
2061,Uttrakhand,Dehradoon,Dehradoon,Grapes,Other,04/03/2019,1650,2350,1800
2062,Uttrakhand,Dehradoon,Dehradoon,Green Chilli,Other,04/03/2019,600,1050,850
2063,Uttrakhand,Dehradoon,Dehradoon,Kinnow,Other,04/03/2019,600,800,750
2064,Uttrakhand,Dehradoon,Dehradoon,Lemon,Other,04/03/2019,1200,1400,1350
2065,Uttrakhand,Dehradoon,Dehradoon,Onion,Other,04/03/2019,1050,1400,1150
2066,Uttrakhand,Dehradoon,Dehradoon,Orange,Other,04/03/2019,1200,2050,1800
2067,Uttrakhand,Dehradoon,Dehradoon,Papaya,Other,04/03/2019,600,800,700
2068,Uttrakhand,Dehradoon,Dehradoon,Peas Wet,Other,04/03/2019,1000,1250,1150
2069,Uttrakhand,Dehradoon,Dehradoon,Pomegranate,Other,04/03/2019,2800,4050,3500
2070,Uttrakhand,Dehradoon,Dehradoon,Potato,Other,04/03/2019,450,600,550
2071,Uttrakhand,Dehradoon,Dehradoon,Pumpkin,Other,04/03/2019,400,600,450
2072,Uttrakhand,Dehradoon,Dehradoon,Raddish,Other,04/03/2019,250,350,300
2073,Uttrakhand,Dehradoon,Dehradoon,Tomato,Other,04/03/2019,400,600,500
2074,Uttrakhand,UdhamSinghNagar,Kashipur,Onion,Other,04/03/2019,900,1000,975
2075,Uttrakhand,UdhamSinghNagar,Kashipur,Potato,Other,04/03/2019,500,700,600
2076,West Bengal,Bankura,Bishnupur(Bankura),Mustard,Mustard,04/03/2019,4100,4300,4200
2077,West Bengal,Bankura,Bishnupur(Bankura),Onion,Nasik,04/03/2019,1100,1200,1150
2078,West Bengal,Bankura,Bishnupur(Bankura),Potato,Jyoti,04/03/2019,360,400,380
2079,West Bengal,Bankura,Bishnupur(Bankura),Rice,Common,04/03/2019,2600,2700,2650
2080,West Bengal,Bankura,Bishnupur(Bankura),Rice,Fine,04/03/2019,2800,2900,2850
2081,West Bengal,Bankura,Bishnupur(Bankura),Wheat,Sonalika,04/03/2019,1650,1750,1700
2082,West Bengal,Bankura,Khatra,Brinjal,Round/Long,04/03/2019,400,800,500
2083,West Bengal,Bankura,Khatra,Cucumbar(Kheera),Cucumbar,04/03/2019,2300,3000,2500
2084,West Bengal,Bankura,Khatra,Mustard,Mustard,04/03/2019,4100,4300,4200
2085,West Bengal,Bankura,Khatra,Paddy(Dhan)(Common),Swarna Masuri (New),04/03/2019,1750,1770,1750
2086,West Bengal,Bankura,Khatra,Potato,Jyoti,04/03/2019,350,400,370
2087,West Bengal,Bankura,Khatra,Rice,Common,04/03/2019,2600,2700,2650
2088,West Bengal,Bankura,Khatra,Sweet Pumpkin,Sweet Pumpkin,04/03/2019,800,1000,900
2089,West Bengal,Bankura,Khatra,Tomato,Tomato,04/03/2019,400,700,500
2090,West Bengal,Bankura,Khatra,Wheat,Sonalika,04/03/2019,1650,1750,1700
2091,West Bengal,Burdwan,Asansol,Arhar (Tur/Red Gram)(Whole),Other,04/03/2019,6300,6500,6400
2092,West Bengal,Burdwan,Asansol,Black Gram (Urd Beans)(Whole),Black Gram Dal,04/03/2019,6000,6200,6100
2093,West Bengal,Burdwan,Asansol,Black Gram (Urd Beans)(Whole),Other,04/03/2019,5800,6000,5900
2094,West Bengal,Burdwan,Asansol,Brinjal,Other,04/03/2019,1030,1150,1100
2095,West Bengal,Burdwan,Asansol,Ginger(Dry),Other,04/03/2019,7200,7500,7360
2096,West Bengal,Burdwan,Asansol,Green Gram (Moong)(Whole),Green Gram Dhall-I,04/03/2019,7300,7700,7500
2097,West Bengal,Burdwan,Asansol,Green Gram (Moong)(Whole),Other,04/03/2019,6900,7200,7000
2098,West Bengal,Burdwan,Asansol,Lentil (Masur)(Whole),Masur Dal,04/03/2019,6000,6200,6100
2099,West Bengal,Burdwan,Asansol,Mustard,Other,04/03/2019,4300,4400,4350
